ticker,cik,accession_number,period_end,form_type,status,sections_located,sections_total,fill_rate,attempts,last_error,updated_at
FE,1031296,0001031296-26-000046,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-18T16:21:34Z
FE,1031296,0001031296-26-000085,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T16:21:34Z
FFIV,1048695,0001048695-25-000091,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T16:21:35Z
FFIV,1048695,0001048695-25-000129,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-18T16:21:35Z
FFIV,1048695,0001048695-25-000157,2025-09-30,10-K,committed,3,3,n/a,0,,2026-06-18T16:21:35Z
FFIV,1048695,0001048695-26-000023,2025-12-31,10-Q,committed,3,3,1.00,0,,2026-06-18T16:21:35Z
FFIV,1048695,0001048695-26-000051,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T16:21:35Z
FICO,814547,0000814547-25-000014,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T16:21:37Z
FICO,814547,0000814547-25-000022,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-18T16:21:37Z
FICO,814547,0000814547-25-000030,2025-09-30,10-K,committed,3,3,1.00,0,,2026-06-18T16:21:37Z
FICO,814547,0000814547-26-000011,2025-12-31,10-Q,committed,3,3,1.00,0,,2026-06-18T16:21:37Z
FICO,814547,0000814547-26-000021,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T16:21:37Z
FIX,1035983,0001558370-25-005411,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T16:21:37Z
FIX,1035983,0001558370-25-009536,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-18T16:21:37Z
FIX,1035983,0001104659-25-101821,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-18T16:21:37Z
FIX,1035983,0001104659-26-017530,2025-12-31,10-K,committed,2,3,0.40,0,,2026-06-18T16:21:37Z
FIX,1035983,0001104659-26-047689,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T16:21:37Z
FOXA,1754301,0001628280-25-024466,2025-03-31,10-Q,staged,1,3,0.00,0,,2026-06-18T20:19:46Z
FOXA,1754301,0001628280-25-038077,2025-06-30,10-K,staged,3,3,1.00,0,,2026-06-18T20:19:46Z
FOXA,1754301,0001628280-25-047354,2025-09-30,10-Q,staged,1,3,0.00,0,,2026-06-18T20:19:46Z
FOXA,1754301,0001628280-26-005285,2025-12-31,10-Q,staged,1,3,0.00,0,,2026-06-18T20:19:46Z
FOXA,1754301,0001628280-26-033172,2026-03-31,10-Q,staged,1,3,0.00,0,,2026-06-18T20:19:46Z
FSLR,1274494,0001274494-25-000033,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T20:19:47Z
FSLR,1274494,0001274494-25-000054,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-18T20:19:47Z
FSLR,1274494,0001274494-25-000082,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-18T20:19:47Z
FSLR,1274494,0001274494-26-000021,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-18T20:19:47Z
FSLR,1274494,0001274494-26-000109,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T20:19:47Z
FTNT,1262039,0001262039-25-000017,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T20:19:47Z
FTNT,1262039,0001262039-25-000028,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-18T20:19:47Z
FTNT,1262039,0001262039-25-000039,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-18T20:19:47Z
FTNT,1262039,0001262039-26-000007,2025-12-31,10-K,committed,2,3,0.42,0,,2026-06-18T20:19:47Z
FTNT,1262039,0001262039-26-000013,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T20:19:47Z
FTV,1659166,0001659166-25-000080,2025-03-28,10-Q,staged,2,3,0.08,0,,2026-06-18T20:19:47Z
FTV,1659166,0001659166-25-000120,2025-06-27,10-Q,staged,2,3,0.08,0,,2026-06-18T20:19:47Z
FTV,1659166,0001659166-25-000131,2025-09-26,10-Q,staged,2,3,0.08,0,,2026-06-18T20:19:47Z
FTV,1659166,0001659166-26-000007,2025-12-31,10-K,staged,2,3,0.00,0,,2026-06-18T20:19:47Z
FTV,1659166,0001659166-26-000013,2026-04-03,10-Q,staged,3,3,1.00,0,,2026-06-18T20:19:47Z
GD,40533,0000040533-25-000014,2025-03-30,10-Q,staged,2,3,0.45,0,,2026-06-19T00:19:57Z
GD,40533,0000040533-25-000035,2025-06-29,10-Q,staged,2,3,0.45,0,,2026-06-19T00:19:57Z
GD,40533,0000040533-25-000045,2025-09-28,10-Q,staged,2,3,0.45,0,,2026-06-19T00:19:57Z
GD,40533,0000040533-26-000006,2025-12-31,10-K,staged,2,3,0.48,0,,2026-06-19T00:19:57Z
GD,40533,0000040533-26-000012,2026-04-05,10-Q,staged,2,3,0.45,0,,2026-06-19T00:19:57Z
GDDY,1609711,0001609711-25-000077,2025-03-31,10-Q,committed,2,2,1.00,0,,2026-06-19T00:19:58Z
GDDY,1609711,0001609711-25-000154,2025-06-30,10-Q,committed,2,2,1.00,0,,2026-06-19T00:19:58Z
GDDY,1609711,0001609711-25-000209,2025-09-30,10-Q,committed,2,2,1.00,0,,2026-06-19T00:19:58Z
GDDY,1609711,0001609711-26-000010,2025-12-31,10-K,committed,2,2,1.00,0,,2026-06-19T00:19:58Z
GDDY,1609711,0001609711-26-000037,2026-03-31,10-Q,committed,2,2,1.00,0,,2026-06-19T00:19:58Z
GE,40545,0000040545-25-000062,2025-03-31,10-Q,staged,2,3,0.36,0,,2026-06-19T00:19:58Z
GE,40545,0000040545-25-000111,2025-06-30,10-Q,staged,2,3,0.38,0,,2026-06-19T00:19:58Z
GE,40545,0000040545-25-000132,2025-09-30,10-Q,staged,2,3,0.36,0,,2026-06-19T00:19:58Z
GE,40545,0000040545-26-000008,2025-12-31,10-K,staged,3,3,1.00,0,,2026-06-19T00:19:58Z
GE,40545,0000040545-26-000027,2026-03-31,10-Q,staged,2,3,0.36,0,,2026-06-19T00:19:58Z
GEHC,1932393,0001932393-25-000014,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-19T00:19:59Z
GEHC,1932393,0001932393-25-000049,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-19T00:19:59Z
GEHC,1932393,0001932393-25-000053,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-19T00:19:59Z
GEHC,1932393,0001932393-26-000007,2025-12-31,10-K,committed,2,3,0.42,0,,2026-06-19T00:19:59Z
GEHC,1932393,0001932393-26-000031,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-19T00:19:59Z
GEN,849399,0000849399-25-000033,2025-03-28,10-K,committed,2,3,0.61,0,,2026-06-19T04:23:19Z
GEN,849399,0000849399-25-000059,2025-07-04,10-Q,committed,3,3,1.00,0,,2026-06-19T04:23:19Z
GEN,849399,0000849399-25-000092,2025-10-03,10-Q,committed,3,3,1.00,0,,2026-06-19T04:23:19Z
GEN,849399,0000849399-26-000004,2026-01-02,10-Q,committed,3,3,1.00,0,,2026-06-19T04:23:19Z
GEN,849399,0000849399-26-000017,2026-04-03,10-K,committed,2,3,0.54,0,,2026-06-19T04:23:19Z
GEV,1996810,0001996810-25-000073,2025-03-31,10-Q,committed,2,2,1.00,0,,2026-06-19T04:23:19Z
GEV,1996810,0001996810-25-000133,2025-06-30,10-Q,committed,2,2,1.00,0,,2026-06-19T04:23:19Z
GEV,1996810,0001996810-25-000160,2025-09-30,10-Q,committed,2,2,1.00,0,,2026-06-19T04:23:19Z
GEV,1996810,0001996810-26-000015,2025-12-31,10-K,committed,2,2,1.00,0,,2026-06-19T04:23:19Z
GEV,1996810,0001996810-26-000064,2026-03-31,10-Q,committed,2,2,1.00,0,,2026-06-19T04:23:19Z
GILD,882095,0000882095-25-000012,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-19T04:23:20Z
GILD,882095,0000882095-25-000032,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-19T04:23:20Z
GILD,882095,0000882095-25-000047,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-19T04:23:20Z
GILD,882095,0000882095-26-000006,2025-12-31,10-K,committed,2,3,0.59,0,,2026-06-19T04:23:20Z
GILD,882095,0000882095-26-000024,2026-03-31,10-Q,committed,2,3,0.35,0,,2026-06-19T04:23:20Z
GIS,40704,0001193125-25-057880,2025-02-23,10-Q,committed,3,3,1.00,0,,2026-06-19T04:23:21Z
GIS,40704,0001193125-25-147079,2025-05-25,10-K,committed,3,3,1.00,0,,2026-06-19T04:23:21Z
GIS,40704,0001193125-25-206304,2025-08-24,10-Q,committed,3,3,1.00,0,,2026-06-19T04:23:21Z
GIS,40704,0001628280-25-057598,2025-11-23,10-Q,committed,3,3,1.00,0,,2026-06-19T04:23:21Z
GIS,40704,0001628280-26-019398,2026-02-22,10-Q,committed,3,3,1.00,0,,2026-06-19T04:23:21Z
GLW,24741,0001628280-25-021711,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-19T08:24:58Z
GLW,24741,0001628280-25-037169,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-19T08:24:58Z
GLW,24741,0000024741-25-000121,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-19T08:24:58Z
GLW,24741,0000024741-26-000124,2025-12-31,10-K,committed,2,3,0.42,0,,2026-06-19T08:24:58Z
GLW,24741,0000024741-26-000205,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-19T08:24:58Z
GM,1467858,0001467858-25-000096,2025-03-31,10-Q,staged,2,3,0.37,0,,2026-06-19T08:24:58Z
GM,1467858,0001467858-25-000121,2025-06-30,10-Q,staged,2,3,0.37,0,,2026-06-19T08:24:58Z
GM,1467858,0001467858-25-000143,2025-09-30,10-Q,staged,2,3,0.39,0,,2026-06-19T08:24:58Z
GM,1467858,0001467858-26-000013,2025-12-31,10-K,staged,3,3,1.00,0,,2026-06-19T08:24:58Z
GM,1467858,0001467858-26-000035,2026-03-31,10-Q,staged,2,3,0.37,0,,2026-06-19T08:24:58Z
GNRC,1474735,0001437749-25-014767,2025-03-31,10-Q,committed,2,2,1.00,0,,2026-06-19T08:24:59Z
GNRC,1474735,0001437749-25-024879,2025-06-30,10-Q,committed,2,2,1.00,0,,2026-06-19T08:24:59Z
GNRC,1474735,0001437749-25-033048,2025-09-30,10-Q,committed,2,2,1.00,0,,2026-06-19T08:24:59Z
GNRC,1474735,0001437749-26-004568,2025-12-31,10-K,committed,2,2,1.00,0,,2026-06-19T08:24:59Z
GNRC,1474735,0001437749-26-014882,2026-03-31,10-Q,committed,2,2,1.00,0,,2026-06-19T08:24:59Z
GOOGL,1652044,0001652044-25-000043,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-19T08:25:00Z
GOOGL,1652044,0001652044-25-000062,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-19T08:25:00Z
GOOGL,1652044,0001652044-25-000091,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-19T08:25:00Z
GOOGL,1652044,0001652044-26-000018,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-19T08:25:00Z
GOOGL,1652044,0001652044-26-000048,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-19T08:25:00Z
GPC,40987,0000040987-25-000070,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-19T12:22:11Z
GPC,40987,0000040987-25-000144,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-19T12:22:11Z
GPC,40987,0000040987-25-000196,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-19T12:22:11Z
GPC,40987,0000040987-26-000003,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-19T12:22:11Z
GPC,40987,0000040987-26-000017,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-19T12:22:11Z
GRMN,1121788,0000950170-25-060555,2025-03-29,10-Q,committed,3,3,1.00,0,,2026-06-19T12:22:12Z
GRMN,1121788,0000950170-25-099877,2025-06-28,10-Q,committed,3,3,1.00,0,,2026-06-19T12:22:12Z
GRMN,1121788,0001193125-25-254605,2025-09-27,10-Q,committed,3,3,1.00,0,,2026-06-19T12:22:12Z
GRMN,1121788,0001193125-26-056028,2025-12-27,10-K,committed,3,3,1.00,0,,2026-06-19T12:22:12Z
GRMN,1121788,0001193125-26-188908,2026-03-28,10-Q,committed,3,3,1.00,0,,2026-06-19T12:22:12Z
GWW,277135,0000277135-25-000067,2025-03-31,10-Q,staged,2,3,0.11,0,,2026-06-19T12:22:12Z
GWW,277135,0000277135-25-000129,2025-06-30,10-Q,staged,2,3,0.11,0,,2026-06-19T12:22:12Z
GWW,277135,0000277135-25-000148,2025-09-30,10-Q,staged,2,3,0.11,0,,2026-06-19T12:22:12Z
GWW,277135,0000277135-26-000011,2025-12-31,10-K,staged,2,3,0.21,0,,2026-06-19T12:22:12Z
GWW,277135,0000277135-26-000053,2026-03-31,10-Q,staged,2,3,0.00,0,,2026-06-19T12:22:12Z
HAL,45012,0000045012-25-000035,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-19T12:22:12Z
HAL,45012,0000045012-25-000057,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-19T12:22:12Z
HAL,45012,0000045012-25-000069,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-19T12:22:12Z
HAL,45012,0000045012-26-000015,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-19T12:22:12Z
HAL,45012,0000045012-26-000039,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-19T12:22:12Z
HAS,46080,0000046080-25-000069,2025-03-30,10-Q,committed,3,3,1.00,0,,2026-06-19T16:21:59Z
HAS,46080,0000046080-25-000128,2025-06-29,10-Q,committed,3,3,1.00,0,,2026-06-19T16:21:59Z
HAS,46080,0000046080-25-000164,2025-09-28,10-Q,committed,3,3,1.00,0,,2026-06-19T16:21:59Z
HAS,46080,0000046080-26-000011,2025-12-28,10-K,committed,2,3,0.48,0,,2026-06-19T16:21:59Z
HAS,46080,0000046080-26-000026,2026-03-29,10-Q,committed,3,3,1.00,0,,2026-06-19T16:21:59Z
HCA,860730,0000950170-25-061895,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-19T16:21:59Z
HCA,860730,0000950170-25-102056,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-19T16:21:59Z
HCA,860730,0001193125-25-258667,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-19T16:21:59Z
HCA,860730,0001193125-26-044769,2025-12-31,10-K,committed,2,3,0.21,0,,2026-06-19T16:21:59Z
HCA,860730,0001193125-26-191444,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-19T16:21:59Z
HD,354950,0000354950-25-000085,2025-02-02,10-K,committed,3,3,1.00,0,,2026-06-19T16:22:00Z
HD,354950,0000354950-25-000165,2025-05-04,10-Q,committed,3,3,1.00,0,,2026-06-19T16:22:00Z
HD,354950,0000354950-25-000217,2025-08-03,10-Q,committed,3,3,1.00,0,,2026-06-19T16:22:00Z
HD,354950,0001628280-25-053868,2025-11-02,10-Q,committed,3,3,1.00,0,,2026-06-19T16:22:00Z
HD,354950,0001628280-26-019436,2026-02-01,10-K,committed,3,3,1.00,0,,2026-06-19T16:22:00Z
HD,354950,0001628280-26-038247,2026-05-03,10-Q,committed,3,3,1.00,0,,2026-06-19T16:22:00Z
HII,1501585,0001501585-25-000037,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-19T16:22:00Z
HII,1501585,0001501585-25-000099,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-19T16:22:00Z
HII,1501585,0001501585-25-000112,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-19T16:22:00Z
HII,1501585,0001501585-26-000006,2025-12-31,10-K,committed,2,3,0.27,0,,2026-06-19T16:22:00Z
HII,1501585,0001501585-26-000029,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-19T16:22:00Z
HLT,1585689,0001585689-25-000089,2025-03-31,10-Q,staged,2,3,0.14,0,,2026-06-19T20:26:30Z
HLT,1585689,0001585689-25-000145,2025-06-30,10-Q,staged,2,3,0.14,0,,2026-06-19T20:26:30Z
HLT,1585689,0001585689-25-000160,2025-09-30,10-Q,staged,2,3,0.14,0,,2026-06-19T20:26:30Z
HLT,1585689,0001585689-26-000007,2025-12-31,10-K,staged,3,3,1.00,0,,2026-06-19T20:26:30Z
HLT,1585689,0001585689-26-000032,2026-03-31,10-Q,staged,3,3,1.00,0,,2026-06-19T20:26:30Z
HON,773840,0000773840-25-000037,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-19T20:26:31Z
HON,773840,0000773840-25-000064,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-19T20:26:31Z
HON,773840,0000773840-25-000105,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-19T20:26:31Z
HON,773840,0000773840-26-000013,2025-12-31,10-K,committed,2,3,0.46,0,,2026-06-19T20:26:31Z
HON,773840,0000773840-26-000057,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-19T20:26:31Z
HPE,1645590,0001645590-25-000039,2025-01-31,10-Q,committed,3,3,1.00,0,,2026-06-19T20:26:32Z
HPE,1645590,0001645590-25-000068,2025-04-30,10-Q,committed,3,3,1.00,0,,2026-06-19T20:26:32Z
HPE,1645590,0001645590-25-000101,2025-07-31,10-Q,committed,3,3,1.00,0,,2026-06-19T20:26:32Z
HPE,1645590,0001645590-25-000130,2025-10-31,10-K,committed,2,3,0.61,0,,2026-06-19T20:26:32Z
HPE,1645590,0001645590-26-000032,2026-01-31,10-Q,committed,3,3,1.00,0,,2026-06-19T20:26:32Z
HPE,1645590,0001645590-26-000055,2026-04-30,10-Q,committed,3,3,1.00,0,,2026-06-19T20:26:32Z
HPQ,47217,0000047217-25-000025,2025-01-31,10-Q,committed,3,3,1.00,0,,2026-06-19T20:26:33Z
HPQ,47217,0000047217-25-000043,2025-04-30,10-Q,committed,3,3,1.00,0,,2026-06-19T20:26:33Z
HPQ,47217,0000047217-25-000063,2025-07-31,10-Q,committed,3,3,1.00,0,,2026-06-19T20:26:33Z
HPQ,47217,0000047217-25-000071,2025-10-31,10-K,committed,2,3,0.59,0,,2026-06-19T20:26:33Z
HPQ,47217,0000047217-26-000011,2026-01-31,10-Q,committed,3,3,1.00,0,,2026-06-19T20:26:33Z
HPQ,47217,0000047217-26-000029,2026-04-30,10-Q,committed,3,3,1.00,0,,2026-06-19T20:26:33Z
HRL,48465,0000048465-25-000008,2025-01-26,10-Q,committed,3,3,1.00,0,,2026-06-20T00:29:00Z
HRL,48465,0000048465-25-000037,2025-04-27,10-Q,committed,3,3,1.00,0,,2026-06-20T00:29:00Z
HRL,48465,0000048465-25-000044,2025-07-27,10-Q,committed,3,3,1.00,0,,2026-06-20T00:29:00Z
HRL,48465,0000048465-25-000059,2025-10-26,10-K,committed,2,3,0.56,0,,2026-06-20T00:29:00Z
HRL,48465,0000048465-26-000020,2026-01-25,10-Q,committed,3,3,1.00,0,,2026-06-20T00:29:00Z
HRL,48465,0000048465-26-000026,2026-04-26,10-Q,committed,3,3,1.00,0,,2026-06-20T00:29:00Z
HSIC,1000228,0001000228-25-000025,2025-03-29,10-Q,staged,2,3,0.15,0,,2026-06-20T00:29:00Z
HSIC,1000228,0001000228-25-000045,2025-06-28,10-Q,staged,2,3,0.15,0,,2026-06-20T00:29:00Z
HSIC,1000228,0001000228-25-000066,2025-09-27,10-Q,staged,2,3,0.15,0,,2026-06-20T00:29:00Z
HSIC,1000228,0001000228-26-000013,2025-12-27,10-K,staged,2,3,0.52,0,,2026-06-20T00:29:00Z
HSIC,1000228,0001000228-26-000024,2026-03-28,10-Q,staged,2,3,0.15,0,,2026-06-20T00:29:00Z
HSY,47111,0000047111-25-000061,2025-03-30,10-Q/A,committed,0,3,0.00,0,,2026-06-20T00:29:01Z
HSY,47111,0000047111-25-000055,2025-03-30,10-Q/A,committed,0,3,0.00,0,,2026-06-20T00:29:01Z
HSY,47111,0000047111-25-000044,2025-03-30,10-Q,committed,3,3,1.00,0,,2026-06-20T00:29:01Z
HSY,47111,0000047111-25-000112,2025-06-29,10-Q,committed,3,3,1.00,0,,2026-06-20T00:29:01Z
HSY,47111,0001628280-25-047471,2025-09-28,10-Q,committed,3,3,1.00,0,,2026-06-20T00:29:01Z
HSY,47111,0001628280-26-008586,2025-12-31,10-K,committed,2,3,0.52,0,,2026-06-20T00:29:01Z
HSY,47111,0001628280-26-028682,2026-03-29,10-Q,committed,3,3,1.00,0,,2026-06-20T00:29:01Z
HUBB,48898,0001628280-25-021677,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T00:29:01Z
HUBB,48898,0001628280-25-036564,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-20T00:29:01Z
HUBB,48898,0001628280-25-046924,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-20T00:29:01Z
HUBB,48898,0001628280-26-007500,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-20T00:29:01Z
HUBB,48898,0001628280-26-029110,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T00:29:01Z
HUM,49071,0000049071-25-000023,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T04:22:46Z
HUM,49071,0000049071-25-000042,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-20T04:22:46Z
HUM,49071,0000049071-25-000057,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-20T04:22:46Z
HUM,49071,0000049071-26-000009,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-20T04:22:46Z
HUM,49071,0000049071-26-000023,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T04:22:46Z
HWM,4281,0000004281-25-000019,2025-03-31,10-Q,staged,1,3,0.00,0,,2026-06-20T04:22:46Z
HWM,4281,0000004281-25-000033,2025-06-30,10-Q,staged,1,3,0.00,0,,2026-06-20T04:22:46Z
HWM,4281,0001628280-25-047584,2025-09-30,10-Q,staged,1,3,0.00,0,,2026-06-20T04:22:46Z
HWM,4281,0000004281-26-000012,2025-12-31,10-K,staged,0,3,0.00,0,,2026-06-20T04:22:46Z
HWM,4281,0000004281-26-000019,2026-03-31,10-Q,staged,1,3,0.05,0,,2026-06-20T04:22:46Z
IBM,51143,0000051143-25-000032,2025-03-31,10-Q,staged,2,3,0.42,0,,2026-06-20T04:22:46Z
IBM,51143,0000051143-25-000052,2025-06-30,10-Q,staged,2,3,0.42,0,,2026-06-20T04:22:46Z
IBM,51143,0000051143-25-000064,2025-09-30,10-Q,staged,2,3,0.42,0,,2026-06-20T04:22:46Z
IBM,51143,0000051143-26-000010,2025-12-31,10-K,staged,0,3,0.00,0,,2026-06-20T04:22:46Z
IBM,51143,0000051143-26-000038,2026-03-31,10-Q,staged,2,3,0.42,0,,2026-06-20T04:22:46Z
IDXX,874716,0000874716-25-000062,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T04:22:47Z
IDXX,874716,0000874716-25-000121,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-20T04:22:47Z
IDXX,874716,0000874716-25-000165,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-20T04:22:47Z
IDXX,874716,0000874716-26-000038,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-20T04:22:47Z
IDXX,874716,0000874716-26-000076,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T04:22:47Z
IEX,832101,0000832101-25-000017,2025-03-31,10-Q,staged,2,3,0.00,0,,2026-06-20T08:20:10Z
IEX,832101,0000832101-25-000032,2025-06-30,10-Q,staged,2,3,0.00,0,,2026-06-20T08:20:10Z
IEX,832101,0001628280-25-047080,2025-09-30,10-Q,staged,2,3,0.00,0,,2026-06-20T08:20:10Z
IEX,832101,0000832101-26-000003,2025-12-31,10-K,staged,3,3,1.00,0,,2026-06-20T08:20:10Z
IEX,832101,0000832101-26-000009,2026-03-31,10-Q,staged,2,3,0.00,0,,2026-06-20T08:20:10Z
IFF,51253,0000051253-25-000027,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T08:20:11Z
IFF,51253,0000051253-25-000042,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-20T08:20:11Z
IFF,51253,0000051253-25-000049,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-20T08:20:11Z
IFF,51253,0000051253-26-000006,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-20T08:20:11Z
IFF,51253,0000051253-26-000017,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T08:20:11Z
INCY,879169,0000879169-25-000056,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T08:20:12Z
INCY,879169,0000879169-25-000103,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-20T08:20:12Z
INCY,879169,0000879169-25-000118,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-20T08:20:12Z
INCY,879169,0000879169-26-000010,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-20T08:20:12Z
INCY,879169,0000879169-26-000026,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T08:20:12Z
INTC,50863,0000050863-25-000074,2025-03-29,10-Q,committed,2,2,1.00,0,,2026-06-20T08:20:12Z
INTC,50863,0000050863-25-000109,2025-06-28,10-Q,committed,2,2,1.00,0,,2026-06-20T08:20:12Z
INTC,50863,0000050863-25-000179,2025-09-27,10-Q,committed,2,2,1.00,0,,2026-06-20T08:20:12Z
INTC,50863,0000050863-26-000011,2025-12-27,10-K,committed,2,2,1.00,0,,2026-06-20T08:20:12Z
INTC,50863,0000050863-26-000079,2026-03-28,10-Q,committed,2,2,1.00,0,,2026-06-20T08:20:12Z
INTU,896878,0000896878-25-000015,2025-01-31,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:17Z
INTU,896878,0000896878-25-000022,2025-04-30,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:17Z
INTU,896878,0000896878-25-000035,2025-07-31,10-K,committed,3,3,1.00,0,,2026-06-20T12:27:17Z
INTU,896878,0000896878-25-000048,2025-10-31,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:17Z
INTU,896878,0000896878-26-000014,2026-01-31,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:17Z
INTU,896878,0000896878-26-000025,2026-04-30,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:17Z
IP,51434,0000051434-25-000025,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:18Z
IP,51434,0000051434-25-000048,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:18Z
IP,51434,0000051434-25-000074,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:18Z
IP,51434,0000051434-26-000055,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-20T12:27:18Z
IP,51434,0000051434-26-000074,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:18Z
IQV,1478242,0001478242-25-000087,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:19Z
IQV,1478242,0001478242-25-000106,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:19Z
IQV,1478242,0001628280-25-046794,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:19Z
IQV,1478242,0001628280-26-008322,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-20T12:27:19Z
IQV,1478242,0001628280-26-030675,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-20T12:27:19Z
